site,S1,S2,S3,S4,S5,S6,S7,S8,Path
RB10,0.19408502772643252,0.5638841567291312,0.5675675675675675,0.5121951219512195,0.8178913738019169,0.36947791164658633,0.2586015538290788,0.34951456310679613,3.633217276358729
RB11,0.2613240418118467,0.48989113530326595,0.6762749445676275,0.43010752688172044,0.8321060382916053,0.3127147766323024,0.2565256525652565,0.44431946006749157,3.7032635761211163
RB13,0.3516209476309227,0.46938775510204084,0.4129353233830846,0.5038167938931297,0.6085790884718498,0.37784522003034904,0.24778761061946902,0.45709281961471104,3.429065558745557
RB8,0.4292803970223325,0.5749588138385503,0.6647398843930635,0.4482758620689655,0.8172757475083057,0.44654088050314467,0.34992679355783307,0.5440931780366056,4.275091556928801
RB9,0.24921135646687698,0.6385542168674698,0.5986622073578596,0.46875,0.8999037536092397,0.4724517906336088,0.30323846908734053,0.425764192139738,4.0565359861621335
